Data,ERS,Municipio,Infectados,Recuperados,Obitos,Total
14/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
14/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
14/05/2020,Rondonopolis,Sao Pedro da Cipa,2,0,0,2
14/05/2020,Sinop,Sinop,6,18,2,26
14/05/2020,Sinop,Sorriso,16,2,0,18
14/05/2020,Tangara da Serra,Tangara da Serra,7,11,0,18
14/05/2020,Sinop,Tapurah,7,0,0,7
14/05/2020,Sinop,Uniao do Sul,0,1,0,1
14/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
14/05/2020,Baixada Cuiabana,Varzea Grande,50,13,3,66
14/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
15/05/2020,Baixada Cuiabana,Acorizal,1,0,0,1
15/05/2020,Agua Boa,Agua Boa,3,0,0,3
15/05/2020,Alta Floresta,Alta Floresta,6,1,0,7
15/05/2020,Diamantino,Alto Paraguai,1,0,0,1
15/05/2020,Juina,Aripuana,1,1,1,3
15/05/2020,Barra do Garcas,Barra do Garcas,33,9,3,45
15/05/2020,Caceres,Caceres,9,7,2,18
15/05/2020,Tangara da Serra,Campo Novo do Parecis,1,1,0,2
15/05/2020,Rondonopolis,Campo Verde,1,0,0,1
15/05/2020,Agua Boa,Canarana,1,1,0,2
15/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
15/05/2020,Porto Alegre do Norte,Confresa,14,3,0,17
15/05/2020,Pontes e Lacerda,Conquista do Oeste,0,1,0,1
15/05/2020,Juina,Cotriguacu,1,0,0,1
15/05/2020,Baixada Cuiabana,Cuiaba,125,125,2,252
15/05/2020,Caceres,Curvelandia,2,2,0,4
15/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
15/05/2020,Rondonopolis,Jaciara,2,10,0,12
15/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
15/05/2020,Rondonopolis,Juscimeira,1,0,0,1
15/05/2020,Caceres,Lambari do Oeste,0,1,0,1
15/05/2020,Sinop,Lucas do Rio Verde,23,5,2,30
15/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
15/05/2020,Diamantino,Nobres,1,0,0,1
15/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
15/05/2020,Pontes e Lacerda,Nova Lacerda,2,0,0,2
15/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
15/05/2020,Sinop,Nova Mutum,3,8,1,12
15/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
15/05/2020,Sinop,Nova Ubirata,1,0,0,1
15/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
15/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,7,8,0,15
15/05/2020,Baixada Cuiabana,Pocone,0,2,0,2
15/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
15/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
15/05/2020,Pontes e Lacerda,Pontes e Lacerda,4,0,0,4
15/05/2020,Rondonopolis,Poxoreu,1,1,0,2
15/05/2020,Rondonopolis,Primavera do Leste,22,9,0,31
15/05/2020,Agua Boa,Querencia,5,1,1,7
15/05/2020,Caceres,Rio Branco,0,2,0,2
15/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
15/05/2020,Rondonopolis,Rondonopolis,28,40,2,70
15/05/2020,Diamantino,Rosario Oeste,20,0,0,20
15/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
15/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
15/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
15/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
15/05/2020,Rondonopolis,Sao Pedro da Cipa,4,0,0,4
15/05/2020,Sinop,Sinop,6,18,2,26
15/05/2020,Sinop,Sorriso,16,2,0,18
15/05/2020,Tangara da Serra,Tangara da Serra,14,11,0,25
15/05/2020,Sinop,Tapurah,7,0,0,7
15/05/2020,Sinop,Uniao do Sul,0,1,0,1
15/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
15/05/2020,Baixada Cuiabana,Varzea Grande,50,13,4,67
15/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
15/05/2020,Porto Alegre do Norte,Vila Rica,4,0,0,4
16/05/2020,Baixada Cuiabana,Acorizal,1,0,0,1
16/05/2020,Agua Boa,Agua Boa,3,0,0,3
16/05/2020,Alta Floresta,Alta Floresta,6,1,0,7
16/05/2020,Rondonopolis,Alto Araguaia,2,0,0,2
16/05/2020,Diamantino,Alto Paraguai,1,0,0,1
16/05/2020,Juina,Aripuana,1,1,1,3
16/05/2020,Barra do Garcas,Barra do Garcas,40,9,3,52
16/05/2020,Caceres,Caceres,9,7,2,18
16/05/2020,Tangara da Serra,Campo Novo do Parecis,2,1,0,3
16/05/2020,Rondonopolis,Campo Verde,1,0,0,1
16/05/2020,Agua Boa,Canarana,1,1,0,2
16/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
16/05/2020,Porto Alegre do Norte,Confresa,14,3,0,17
16/05/2020,Pontes e Lacerda,Conquista do Oeste,0,1,0,1
16/05/2020,Juina,Cotriguacu,1,0,0,1
16/05/2020,Baixada Cuiabana,Cuiaba,136,127,2,265
16/05/2020,Caceres,Curvelandia,2,2,0,4
16/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
16/05/2020,Rondonopolis,Jaciara,2,10,0,12
16/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
16/05/2020,Rondonopolis,Juscimeira,2,0,0,2
16/05/2020,Caceres,Lambari do Oeste,0,1,0,1
16/05/2020,Sinop,Lucas do Rio Verde,24,5,2,31
16/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
16/05/2020,Diamantino,Nobres,1,0,0,1
16/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
16/05/2020,Pontes e Lacerda,Nova Lacerda,2,0,0,2
16/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
16/05/2020,Sinop,Nova Mutum,3,8,1,12
16/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
16/05/2020,Sinop,Nova Ubirata,1,0,0,1
16/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
16/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,7,8,0,15
16/05/2020,Baixada Cuiabana,Pocone,0,2,0,2
16/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
16/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
16/05/2020,Pontes e Lacerda,Pontes e Lacerda,4,0,0,4
16/05/2020,Rondonopolis,Poxoreu,1,1,0,2
16/05/2020,Rondonopolis,Primavera do Leste,25,9,0,34
16/05/2020,Agua Boa,Querencia,5,1,1,7
16/05/2020,Caceres,Rio Branco,0,2,0,2
16/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
16/05/2020,Rondonopolis,Rondonopolis,32,45,3,80
16/05/2020,Diamantino,Rosario Oeste,23,0,0,23
16/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
16/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
16/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
16/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
16/05/2020,Rondonopolis,Sao Pedro da Cipa,4,0,0,4
16/05/2020,Sinop,Sinop,8,18,2,28
16/05/2020,Sinop,Sorriso,25,2,0,27
16/05/2020,Tangara da Serra,Tangara da Serra,23,11,0,34
16/05/2020,Sinop,Tapurah,7,0,0,7
16/05/2020,Sinop,Uniao do Sul,0,1,0,1
16/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
16/05/2020,Baixada Cuiabana,Varzea Grande,54,13,4,71
16/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
16/05/2020,Porto Alegre do Norte,Vila Rica,4,0,0,4
17/05/2020,Baixada Cuiabana,Acorizal,1,0,0,1
17/05/2020,Agua Boa,Agua Boa,3,0,0,3
17/05/2020,Alta Floresta,Alta Floresta,7,2,0,9
17/05/2020,Rondonopolis,Alto Araguaia,2,0,0,2
17/05/2020,Rondonopolis,Alto Garcas,1,0,0,1
17/05/2020,Diamantino,Alto Paraguai,1,0,0,1
17/05/2020,Juina,Aripuana,1,1,1,3
17/05/2020,Barra do Garcas,Barra do Garcas,41,9,3,53
17/05/2020,Caceres,Caceres,9,7,2,18
17/05/2020,Tangara da Serra,Campo Novo do Parecis,2,1,0,3
17/05/2020,Rondonopolis,Campo Verde,2,0,0,2
17/05/2020,Agua Boa,Canarana,1,1,0,2
17/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
17/05/2020,Porto Alegre do Norte,Confresa,14,3,0,17
17/05/2020,Pontes e Lacerda,Conquista do Oeste,0,1,0,1
17/05/2020,Juina,Cotriguacu,1,0,0,1
17/05/2020,Baixada Cuiabana,Cuiaba,143,129,2,274
17/05/2020,Caceres,Curvelandia,2,2,0,4
17/05/2020,Peixoto de Azevedo,Guaranta do Norte,1,0,0,1
17/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
17/05/2020,Rondonopolis,Jaciara,2,10,0,12
17/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
17/05/2020,Rondonopolis,Juscimeira,2,0,0,2
17/05/2020,Caceres,Lambari do Oeste,0,1,0,1
17/05/2020,Sinop,Lucas do Rio Verde,24,5,2,31
17/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
17/05/2020,Diamantino,Nobres,1,0,0,1
17/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
17/05/2020,Pontes e Lacerda,Nova Lacerda,2,0,0,2
17/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
17/05/2020,Sinop,Nova Mutum,4,8,1,13
17/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
17/05/2020,Sinop,Nova Ubirata,3,0,0,3
17/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
17/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,7,8,0,15
17/05/2020,Baixada Cuiabana,Pocone,0,2,0,2
17/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
17/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
17/05/2020,Pontes e Lacerda,Pontes e Lacerda,4,0,0,4
17/05/2020,Rondonopolis,Poxoreu,1,1,0,2
17/05/2020,Rondonopolis,Primavera do Leste,27,9,0,36
17/05/2020,Agua Boa,Querencia,10,1,1,12
17/05/2020,Caceres,Rio Branco,0,2,0,2
17/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
17/05/2020,Rondonopolis,Rondonopolis,43,45,3,91
17/05/2020,Diamantino,Rosario Oeste,23,0,0,23
17/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
17/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
17/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
17/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
17/05/2020,Rondonopolis,Sao Pedro da Cipa,5,0,0,5
17/05/2020,Sinop,Sinop,8,19,2,29
17/05/2020,Sinop,Sorriso,25,2,0,27
17/05/2020,Tangara da Serra,Tangara da Serra,23,11,0,34
17/05/2020,Sinop,Tapurah,7,0,0,7
17/05/2020,Sinop,Uniao do Sul,0,1,0,1
17/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
17/05/2020,Baixada Cuiabana,Varzea Grande,54,18,4,91
17/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
17/05/2020,Porto Alegre do Norte,Vila Rica,4,0,0,4
18/05/2020,Baixada Cuiabana,Acorizal,1,0,0,1
18/05/2020,Agua Boa,Agua Boa,2,1,0,3
18/05/2020,Alta Floresta,Alta Floresta,7,2,0,9
18/05/2020,Rondonopolis,Alto Araguaia,2,0,0,2
18/05/2020,Rondonopolis,Alto Garcas,1,0,0,1
18/05/2020,Diamantino,Alto Paraguai,1,0,0,1
18/05/2020,Juina,Aripuana,1,1,1,3
18/05/2020,Barra do Garcas,Barra do Garcas,43,9,3,55
18/05/2020,Caceres,Caceres,9,7,2,18
18/05/2020,Tangara da Serra,Campo Novo do Parecis,2,1,0,3
18/05/2020,Rondonopolis,Campo Verde,2,0,0,2
18/05/2020,Agua Boa,Canarana,0,2,0,2
18/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
18/05/2020,Porto Alegre do Norte,Confresa,16,3,0,19
18/05/2020,Pontes e Lacerda,Conquista do Oeste,1,1,0,2
18/05/2020,Juina,Cotriguacu,1,0,0,1
18/05/2020,Baixada Cuiabana,Cuiaba,159,129,5,293
18/05/2020,Caceres,Curvelandia,2,2,0,4
18/05/2020,Peixoto de Azevedo,Guaranta do Norte,1,0,0,1
18/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
18/05/2020,Rondonopolis,Jaciara,0,12,0,12
18/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
18/05/2020,Rondonopolis,Juscimeira,2,0,0,2
18/05/2020,Caceres,Lambari do Oeste,0,1,0,1
18/05/2020,Sinop,Lucas do Rio Verde,25,5,2,32
18/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
18/05/2020,Diamantino,Nobres,1,0,0,1
18/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
18/05/2020,Pontes e Lacerda,Nova Lacerda,3,0,0,3
18/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
18/05/2020,Sinop,Nova Mutum,3,9,1,13
18/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
18/05/2020,Sinop,Nova Ubirata,3,0,0,3
18/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
18/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,1,14,0,15
18/05/2020,Baixada Cuiabana,Pocone,0,2,0,2
18/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
18/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
18/05/2020,Pontes e Lacerda,Pontes e Lacerda,5,1,0,6
18/05/2020,Porto Alegre do Norte,Porto Alegre do Norte,1,0,0,1
18/05/2020,Rondonopolis,Poxoreu,1,1,0,2
18/05/2020,Rondonopolis,Primavera do Leste,30,9,0,39
18/05/2020,Agua Boa,Querencia,8,3,1,12
18/05/2020,Caceres,Rio Branco,0,2,0,2
18/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
18/05/2020,Rondonopolis,Rondonopolis,45,45,3,93
18/05/2020,Diamantino,Rosario Oeste,25,0,0,25
18/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
18/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
18/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
18/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
18/05/2020,Rondonopolis,Sao Pedro da Cipa,5,0,0,5
18/05/2020,Sinop,Sinop,9,19,2,30
18/05/2020,Sinop,Sorriso,25,2,0,27
18/05/2020,Tangara da Serra,Tangara da Serra,23,11,0,34
18/05/2020,Sinop,Tapurah,9,0,0,9
18/05/2020,Sinop,Uniao do Sul,0,1,0,1
18/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
18/05/2020,Baixada Cuiabana,Varzea Grande,54,18,4,76
18/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
18/05/2020,Porto Alegre do Norte,Vila Rica,4,0,0,4
19/05/2020,Baixada Cuiabana,Acorizal,1,0,0,1
19/05/2020,Agua Boa,Agua Boa,1,2,0,3
19/05/2020,Alta Floresta,Alta Floresta,7,2,0,9
19/05/2020,Rondonopolis,Alto Araguaia,2,0,0,2
19/05/2020,Sao Felix do Araguaia,Alto Boa Vista,0,0,1,1
19/05/2020,Rondonopolis,Alto Garcas,1,0,0,1
19/05/2020,Diamantino,Alto Paraguai,1,0,0,1
19/05/2020,Juina,Aripuana,1,1,1,3
19/05/2020,Barra do Garcas,Barra do Garcas,44,13,3,60
19/05/2020,Caceres,Caceres,9,7,3,19
19/05/2020,Tangara da Serra,Campo Novo do Parecis,2,1,0,3
19/05/2020,Rondonopolis,Campo Verde,4,0,0,4
19/05/2020,Pontes e Lacerda,Campos de Julho,1,0,0,1
19/05/2020,Agua Boa,Canarana,0,2,0,2
19/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
19/05/2020,Porto Alegre do Norte,Confresa,19,3,0,22
19/05/2020,Pontes e Lacerda,Conquista do Oeste,1,1,0,2
19/05/2020,Juina,Cotriguacu,1,0,0,1
19/05/2020,Baixada Cuiabana,Cuiaba,161,143,5,309
19/05/2020,Caceres,Curvelandia,2,2,0,4
19/05/2020,Peixoto de Azevedo,Guaranta do Norte,1,0,0,1
19/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
19/05/2020,Rondonopolis,Jaciara,5,12,0,17
19/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
19/05/2020,Pontes e Lacerda,Jauru,1,0,0,1
19/05/2020,Rondonopolis,Juscimeira,2,0,0,2
19/05/2020,Caceres,Lambari do Oeste,0,1,0,1
19/05/2020,Sinop,Lucas do Rio Verde,25,5,2,32
19/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
19/05/2020,Diamantino,Nobres,1,0,0,1
19/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
19/05/2020,Pontes e Lacerda,Nova Lacerda,3,0,0,3
19/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
19/05/2020,Sinop,Nova Mutum,6,9,1,16
19/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
19/05/2020,Sinop,Nova Ubirata,3,0,0,3
19/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
19/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,4,14,0,18
19/05/2020,Baixada Cuiabana,Pocone,1,2,0,3
19/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
19/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
19/05/2020,Pontes e Lacerda,Pontes e Lacerda,5,1,0,6
19/05/2020,Porto Alegre do Norte,Porto Alegre do Norte,1,0,0,1
19/05/2020,Rondonopolis,Poxoreu,1,1,0,2
19/05/2020,Rondonopolis,Primavera do Leste,31,9,0,40
19/05/2020,Agua Boa,Querencia,9,3,1,13
19/05/2020,Caceres,Rio Branco,0,2,0,2
19/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
19/05/2020,Rondonopolis,Rondonopolis,49,45,3,97
19/05/2020,Diamantino,Rosario Oeste,26,0,0,26
19/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
19/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
19/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
19/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
19/05/2020,Rondonopolis,Sao Pedro da Cipa,6,0,0,6
19/05/2020,Tangara da Serra,Sapezal,1,0,0,1
19/05/2020,Sinop,Sinop,12,18,2,32
19/05/2020,Sinop,Sorriso,19,9,0,28
19/05/2020,Tangara da Serra,Tangara da Serra,24,11,0,35
19/05/2020,Sinop,Tapurah,9,0,0,9
19/05/2020,Sinop,Uniao do Sul,0,1,0,1
19/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
19/05/2020,Baixada Cuiabana,Varzea Grande,62,19,4,85
19/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
19/05/2020,Porto Alegre do Norte,Vila Rica,5,0,0,5
20/05/2020,Baixada Cuiabana,Acorizal,2,0,0,2
20/05/2020,Agua Boa,Agua Boa,1,2,0,3
20/05/2020,Alta Floresta,Alta Floresta,8,2,0,10
20/05/2020,Rondonopolis,Alto Araguaia,2,0,0,2
20/05/2020,Sao Felix do Araguaia,Alto Boa Vista,0,0,1,1
20/05/2020,Rondonopolis,Alto Garcas,1,0,0,1
20/05/2020,Diamantino,Alto Paraguai,1,0,0,1
20/05/2020,Juina,Aripuana,3,1,1,5
20/05/2020,Barra do Garcas,Barra do Garcas,45,13,3,61
20/05/2020,Sao Felix do Araguaia,Bom Jesus do Araguaia,1,0,0,1
20/05/2020,Caceres,Caceres,9,7,3,19
20/05/2020,Tangara da Serra,Campo Novo do Parecis,2,1,0,3
20/05/2020,Rondonopolis,Campo Verde,4,0,0,4
20/05/2020,Pontes e Lacerda,Campos de Julho,1,0,0,1
20/05/2020,Agua Boa,Canarana,0,2,0,2
20/05/2020,Baixada Cuiabana,Chapada dos Guimaraes,5,1,1,7
20/05/2020,Porto Alegre do Norte,Confresa,19,7,0,26
20/05/2020,Pontes e Lacerda,Conquista do Oeste,2,1,0,3
20/05/2020,Juina,Cotriguacu,2,0,0,2
20/05/2020,Baixada Cuiabana,Cuiaba,185,144,5,334
20/05/2020,Caceres,Curvelandia,2,2,0,4
20/05/2020,Peixoto de Azevedo,Guaranta do Norte,3,0,0,3
20/05/2020,Sinop,Ipiranga do Norte,0,3,0,3
20/05/2020,Rondonopolis,Jaciara,5,12,0,17
20/05/2020,Baixada Cuiabana,Jangada,7,0,0,7
20/05/2020,Pontes e Lacerda,Jauru,1,0,0,1
20/05/2020,Rondonopolis,Juscimeira,2,0,0,2
20/05/2020,Caceres,Lambari do Oeste,0,1,0,1
20/05/2020,Sinop,Lucas do Rio Verde,28,11,2,41
20/05/2020,Caceres,Mirassol do Oeste,0,7,1,8
20/05/2020,Diamantino,Nobres,1,0,0,1
20/05/2020,Baixada Cuiabana,Nossa Senhora do Livramento,1,0,0,1
20/05/2020,Pontes e Lacerda,Nova Lacerda,3,0,0,3
20/05/2020,Alta Floresta,Nova Monte Verde,0,1,0,1
20/05/2020,Sinop,Nova Mutum,6,10,1,17
20/05/2020,Tangara da Serra,Nova Olimpia,1,0,0,1
20/05/2020,Sinop,Nova Ubirata,3,0,0,3
20/05/2020,Barra do Garcas,Nova Xavantina,1,0,0,1
20/05/2020,Peixoto de Azevedo,Novo Mundo,1,0,0,1
20/05/2020,Peixoto de Azevedo,Peixoto de Azevedo,6,14,0,20
20/05/2020,Baixada Cuiabana,Pocone,1,2,0,3
20/05/2020,Barra do Garcas,Pontal do Araguaia,3,1,0,4
20/05/2020,Barra do Garcas,Ponte Branca,0,0,1,1
20/05/2020,Pontes e Lacerda,Pontes e Lacerda,7,1,0,8
20/05/2020,Porto Alegre do Norte,Porto Alegre do Norte,1,0,0,1
20/05/2020,Rondonopolis,Poxoreu,1,1,0,2
20/05/2020,Rondonopolis,Primavera do Leste,34,10,0,44
20/05/2020,Agua Boa,Querencia,10,3,1,14
20/05/2020,Agua Boa,Ribeirao Cascalheira,1,0,0,1
20/05/2020,Caceres,Rio Branco,0,2,0,2
20/05/2020,Pontes e Lacerda,Rondolandia,0,2,0,2
20/05/2020,Rondonopolis,Rondonopolis,50,46,3,99
20/05/2020,Diamantino,Rosario Oeste,30,0,0,30
20/05/2020,Sinop,Santa Rita do Trivelato,1,0,0,1
20/05/2020,Baixada Cuiabana,Santo Antonio do Leverger,0,1,0,1
20/05/2020,Sao Felix do Araguaia,Sao Felix do Araguaia,1,0,0,1
20/05/2020,Rondonopolis,Sao Jose do Povo,1,0,0,1
20/05/2020,Porto Alegre do Norte,Sao Jose do Xingu,1,0,0,1
20/05/2020,Caceres,Sao Jose dos Quatro Marcos,1,5,0,6
20/05/2020,Rondonopolis,Sao Pedro da Cipa,6,0,0,6
20/05/2020,Tangara da Serra,Sapezal,1,0,0,1
20/05/2020,Sinop,Sinop,12,18,2,32
20/05/2020,Sinop,Sorriso,23,8,0,31
20/05/2020,Tangara da Serra,Tangara da Serra,18,22,0,40
20/05/2020,Sinop,Tapurah,9,0,0,9
20/05/2020,Sinop,Uniao do Sul,0,1,0,1
20/05/2020,Pontes e Lacerda,Vale de Sao Domingos,1,0,1,2
20/05/2020,Baixada Cuiabana,Varzea Grande,71,19,4,94
20/05/2020,Pontes e Lacerda,Vila Bela da Santissima Trindade,2,0,0,2
20/05/2020,Porto Alegre do Norte,Vila Rica,5,0,0,5
21/05/2020,Baixada Cuiabana,Acorizal,3,0,0,3
21/05/2020,Agua Boa,Agua Boa,1,2,0,3
21/05/2020,Alta Floresta,Alta Floresta,8,2,0,10
21/05/2020,Rondonopolis,Alto Araguaia,7,0,0,7
