"municipio","cod_ibge","classificacao_epidemiologica","infectados_n","recuperados_n","obitos_n","r_025","r_500","r_975","r_mm7","n_va","p_va","ia_cat","iv_cat","risco"
"Acorizal",5100102,"TRANSMISSAO LOCAL","5","6","1",0.53414738148222,1.79969166936287,4.29687561993146,0.946477316758243,-0.828571428571429,-0.414285714285714,"Muito baixo","Moderado","Moderado"
"Agua Boa",5100201,"TRANSMISSAO LOCAL","4","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Alta Floresta",5100250,"TRANSMISSAO COMUNITARIA","13","27","3",0.402158851930531,0.953058841234332,1.86613559927048,0.570710542483352,-0.815625089196518,-0.407812544598259,"Muito baixo","Moderado","Moderado"
"Alto Araguaia",5100300,"TRANSMISSAO LOCAL","0","8","2",0.0350454773409745,0.959469865058907,5.10622963105478,0.597496974704004,NA,NA,"Muito baixo","Moderado","Moderado"
"Alto Boa Vista",5100359,"TRANSMISSAO LOCAL","18","0","1",1.55290934692483,2.61368627958975,4.07439407688164,2.87318786397412,NA,NA,"Muito baixo","Moderado","Moderado"
"Alto Garcas",5100409,"CASOS ISOLADOS","2","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Alto Paraguai",5100508,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Alto Taquari",5100607,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Apiacas",5100805,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Araguaiana",5101001,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Araguainha",5101209,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Araputanga",5101258,"TRANSMISSAO LOCAL","9","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Arenapolis",5101308,"TRANSMISSAO LOCAL","3","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Aripuana",5101407,"TRANSMISSAO LOCAL","4","32","1",0.559322095446154,1.02364476380537,1.69378187559893,1.04029238254446,1.92857142857143,0.964285714285714,"Muito alto","Moderado","Muito alto"
"Barao de Melgaco",5101605,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Barra do Bugres",5101704,"CASOS ISOLADOS","5","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Barra do Garcas",5101803,"TRANSMISSAO COMUNITARIA","38","51","6",0.627483585652427,1.02399203818764,1.56046212855915,1.30430546511549,1.15592661306947,0.577963306534735,"Moderado","Moderado","Alto"
"Bom Jesus do Araguaia",5101852,"TRANSMISSAO LOCAL","8","2","0",0.806836026294041,2.32133609811275,5.08983799315868,1.2663658716565,NA,NA,"Muito baixo","Moderado","Moderado"
"Brasnorte",5101902,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Caceres",5102504,"TRANSMISSAO COMUNITARIA","23","22","5",0.840594141725221,1.41479564102146,2.20548082789822,1.17932703899089,0.563436563436563,0.281718281718282,"Baixo","Moderado","Moderado"
"Campinapolis",5102603,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Campo Novo do Parecis",5102637,"TRANSMISSAO LOCAL","9","23","0",0.482060430548141,0.907150718557776,1.53016966868782,1.2120015630097,0.48531746031746,0.24265873015873,"Baixo","Moderado","Moderado"
"Campo Verde",5102678,"TRANSMISSAO COMUNITARIA","50","43","0",1.07732441711616,1.44182570460809,1.88056880207349,1.24732880674076,NA,NA,"Muito baixo","Moderado","Moderado"
"Campos de Julio",5102686,"TRANSMISSAO LOCAL","8","6","0",0.647197569038478,1.36330874501072,2.47897274492602,1.62893091974791,NA,NA,"Muito baixo","Moderado","Moderado"
"Canabrava do Norte",5102694,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Canarana",5102702,"TRANSMISSAO LOCAL","11","8","0",0.151018996747787,0.508825166582938,1.21485168282843,0.97606707743614,1.29010989010989,0.645054945054945,"Moderado","Moderado","Alto"
"Carlinda",5102793,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Castanheira",5102850,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Chapada Dos Guimaraes",5103007,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Claudia",5103056,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cocalinho",5103106,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Colider",5103205,"TRANSMISSAO LOCAL","8","7","2",0.818708725939633,1.65072354407283,2.9168600405472,1.33894184140447,NA,NA,"Muito baixo","Moderado","Moderado"
"Colniza",5103254,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Comodoro",5103304,"TRANSMISSAO LOCAL","7","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Confresa",5103353,"TRANSMISSAO COMUNITARIA","70","92","3",0.871092379468231,1.11842297107244,1.40867289763378,1.24102498975135,0.625989681827583,0.312994840913791,"Moderado","Moderado","Alto"
"Conquista D'Oeste",5103361,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cotriguacu",5103379,"CASOS ISOLADOS","3","3","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cuiaba",5103403,"TRANSMISSAO COMUNITARIA","1001","294","37",1.14808796690995,1.25447267190311,1.3672350714865,1.25898277220079,0.429281714479569,0.214640857239785,"Baixo","Moderado","Moderado"
"Curvelandia",5103437,"CASOS ISOLADOS","0","3","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Denise",5103452,"CASOS ISOLADOS","2","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Diamantino",5103502,"CASOS ISOLADOS","1","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Dom Aquino",5103601,"CASOS ISOLADOS","5","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Feliz Natal",5103700,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Figueiropolis D'Oeste",5103809,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Gaucha do Norte",5103858,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"General Carneiro",5103908,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Gloria D'Oeste",5103957,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Guaranta do Norte",5104104,"TRANSMISSAO COMUNITARIA","30","8","0",0.744976860184329,1.15821405007931,1.70190947919804,1.55019788979721,NA,NA,"Muito baixo","Moderado","Moderado"
"Guiratinga",5104203,"CASOS ISOLADOS","1","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Indiavai",5104500,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ipiranga do Norte",5104526,"CASOS ISOLADOS","0","5","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itanhanga",5104542,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itauba",5104559,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itiquira",5104609,"TRANSMISSAO LOCAL","7","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Jaciara",5104807,"TRANSMISSAO LOCAL","17","35","0",0.503706514914444,0.978628173270264,1.68695531189192,0.996037808509184,-0.173216081304317,-0.0866080406521583,"Muito baixo","Moderado","Moderado"
"Jangada",5104906,"TRANSMISSAO LOCAL","3","6","1",0.183609488525019,1.27228995625999,4.22364741517696,1.11479671848841,-0.5,-0.25,"Muito baixo","Moderado","Moderado"
"Jauru",5105002,"CASOS ISOLADOS","0","1","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juara",5105101,"TRANSMISSAO LOCAL","4","2","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juina",5105150,"TRANSMISSAO LOCAL","6","6","1",0.156034379957259,0.674420791852257,1.82212777802563,1.19924841239122,NA,NA,"Muito baixo","Moderado","Moderado"
"Juruena",5105176,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juscimeira",5105200,"TRANSMISSAO LOCAL","5","6","0",0.602848151900092,1.73444557640048,3.80300250317324,1.21671437492745,NA,NA,"Muito baixo","Moderado","Moderado"
"Lambari D'Oeste",5105234,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Lucas do Rio Verde",5105259,"TRANSMISSAO COMUNITARIA","91","44","2",1.09760069331992,1.43716432915808,1.84047598351807,1.27936834369094,0.39604776693286,0.19802388346643,"Baixo","Moderado","Moderado"
"Luciara",5105309,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Marcelandia",5105580,"TRANSMISSAO LOCAL","5","5","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Matupa",5105606,"TRANSMISSAO LOCAL","19","8","0",0.204125860418295,0.453262365135178,0.852398398961242,1.47802621650261,NA,NA,"Muito baixo","Moderado","Moderado"
"Mirassol D'Oeste",5105622,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nobres",5105903,"CASOS ISOLADOS","3","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nortelandia",5106000,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nossa Senhora de Livramento",5106109,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Bandeirantes",5106158,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Brasilandia",5106208,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Canaa do Norte",5106216,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Guarita",5108808,"CASOS ISOLADOS","1","3","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Lacerda",5106182,"CASOS ISOLADOS","3","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Marilandia",5108857,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Maringa",5108907,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Monte Verde",5108956,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Mutum",5106224,"TRANSMISSAO COMUNITARIA","37","39","2",1.11844127114323,1.52763198318347,2.02627382726925,1.55100693953148,1.29811616954474,0.64905808477237,"Moderado","Moderado","Alto"
"Nova Nazare",5106174,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Olimpia",5106232,"CASOS ISOLADOS","0","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Santa Helena",5106190,"CASOS ISOLADOS","4","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Ubirata",5106240,"TRANSMISSAO LOCAL","13","10","0",0.413505544795617,1.1896907384178,2.60855510127591,0.67328231406867,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Xavantina",5106257,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Horizonte do Norte",5106273,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Mundo",5106265,"TRANSMISSAO LOCAL","0","14","0",0.00796744700045134,0.218131578691588,1.16088057702089,0.574937301238658,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Santo Antonio",5106315,"TRANSMISSAO LOCAL","1","5","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Sao Joaquim",5106281,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Paranaita",5106299,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Paranatinga",5106307,"TRANSMISSAO LOCAL","17","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pedra Preta",5106372,"TRANSMISSAO LOCAL","25","4","0",1.11685008566553,1.71897101474271,2.50655567611842,1.91371635413754,NA,NA,"Muito baixo","Moderado","Moderado"
"Peixoto de Azevedo",5106422,"TRANSMISSAO COMUNITARIA","9","27","0",0.498381980397502,1.04983168160089,1.90896166035229,1.35966058870269,1.08571428571429,0.542857142857143,"Moderado","Moderado","Alto"
"Planalto da Serra",5106455,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pocone",5106505,"CASOS ISOLADOS","2","3","2",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pontal do Araguaia",5106653,"TRANSMISSAO LOCAL","5","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ponte Branca",5106703,"CASOS ISOLADOS","0","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pontes E Lacerda",5106752,"TRANSMISSAO COMUNITARIA","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Alegre do Norte",5106778,"CASOS ISOLADOS","1","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Dos Gauchos",5106802,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Esperidiao",5106828,"TRANSMISSAO LOCAL","11","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Estrela",5106851,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Poxoreu",5107008,"CASOS ISOLADOS","0","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Primavera do Leste",5107040,"TRANSMISSAO COMUNITARIA","146","44","1",0.763692608400504,0.99073478888887,1.25887546777876,1.23164027501698,0.615048030998621,0.307524015499311,"Moderado","Moderado","Alto"
"Querencia",5107065,"TRANSMISSAO LOCAL","19","21","1",0.901619175930848,1.51750626925652,2.36559322492981,1.54092164428458,5.87142857142857,2.93571428571429,"Muito alto","Moderado","Muito alto"
"Reserva do Cabacal",5107156,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ribeirao Cascalheira",5107180,"CASOS ISOLADOS","9","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ribeiraozinho",5107198,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rio Branco",5107206,"CASOS ISOLADOS","0","3","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rondolandia",5107578,"CASOS ISOLADOS","0","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rondonopolis",5107602,"TRANSMISSAO COMUNITARIA","274","60","12",0.970126261001722,1.17366495446597,1.40386537829552,1.16626069291818,0.409078470022138,0.204539235011069,"Baixo","Moderado","Moderado"
"Rosario Oeste",5107701,"TRANSMISSAO LOCAL","11","33","1",0.0528942053163528,0.366521178774371,1.21674797613638,0.67278854176245,-0.510358688930117,-0.255179344465059,"Muito baixo","Moderado","Moderado"
"Salto do Ceu",5107750,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Carmem",5107248,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Cruz do Xingu",5107743,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Rita do Trivelato",5107768,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Terezinha",5107776,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Afonso",5107263,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Antonio de Leverger",5107800,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Antonio do Leste",5107792,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Felix do Araguaia",5107859,"CASOS ISOLADOS","3","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Povo",5107297,"CASOS ISOLADOS","5","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Rio Claro",5107305,"CASOS ISOLADOS","2","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Xingu",5107354,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose Dos Quatro Marcos",5107107,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Pedro da Cipa",5107404,"TRANSMISSAO LOCAL","0","6","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sapezal",5107875,"TRANSMISSAO LOCAL","9","35","0",0.690512913225818,1.12684975603593,1.71720707124089,1.13842385994516,NA,NA,"Muito baixo","Moderado","Moderado"
"Serra Nova Dourada",5107883,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sinop",5107909,"TRANSMISSAO COMUNITARIA","52","53","7",0.986945961575396,1.31687896132476,1.71328359152531,1.42031252946382,1.14089506984244,0.570447534921219,"Moderado","Moderado","Alto"
"Sorriso",5107925,"TRANSMISSAO COMUNITARIA","42","97","1",0.79399242348416,1.05040511453393,1.35687866757448,1.17859280564792,0.519782459264572,0.259891229632286,"Baixo","Moderado","Moderado"
"Tabapora",5107941,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Tangara da Serra",5107958,"TRANSMISSAO COMUNITARIA","46","140","1",1.01709891981772,1.29166404510965,1.61170778751747,1.24471972819553,0.388939338581282,0.194469669290641,"Baixo","Moderado","Moderado"
"Tapurah",5108006,"TRANSMISSAO LOCAL","30","9","0",0.941183777928557,1.44859874621502,2.11230636153965,1.91903758465658,4.56190476190476,2.28095238095238,"Muito alto","Moderado","Muito alto"
"Terra Nova do Norte",5108055,"CASOS ISOLADOS","1","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Tesouro",5108105,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Torixoreu",5108204,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Uniao do Sul",5108303,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Vale de Sao Domingos",5108352,"CASOS ISOLADOS","0","1","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Varzea Grande",5108402,"TRANSMISSAO COMUNITARIA","266","107","24",0.937829952836625,1.11728639708249,1.31829954895492,1.16872079910269,0.257246966206079,0.128623483103039,"Baixo","Moderado","Moderado"
"Vera",5108501,"CASOS ISOLADOS","6","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Vila Bela da Santissima Trindade",5105507,"TRANSMISSAO LOCAL","18","2","0",0.689899563364784,1.2319979348787,2.00377320980468,1.79684019861946,5.12142857142857,2.56071428571429,"Muito alto","Moderado","Muito alto"
"Vila Rica",5108600,"TRANSMISSAO LOCAL","26","2","1",0.716997239660136,1.2527031685829,2.0061011177618,1.51424316081307,NA,NA,"Muito baixo","Moderado","Moderado"
